filename_prefix	File	HI	Run.x	Lane	label	assay	facs	protein	read	filename_ending	Reads	Mapped	Percentage	TotalsgRNAs	Zerocounts	GiniIndex	NegSelQC	NegSelQCPval	NegSelQCPvalPermutation	NegSelQCPvalPermutationFDR	NegSelQCGene	file_name	Nanuq_project	sample_nr	library_name	Date	include	Cas_variant	FACS_group	FACS_target	replicate	virus_batch	group	batch	QC	QC_comment	sequencing_lane	nr_reads	nr_bases	beluga_raw_data	beluga_QC	% Duplicate	Barcode	Run.y	sequencing_type	multiplex_keys	DNA_Conc._(ng/ul)	Primer_used	gel_purify	PCR_comments	gini_index_QC
HI.5102.004.NGS-Lib-Rev--3.VP64_ROS_Top_125	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.004.NGS-Lib-Rev--3.VP64_ROS_Top_125_R1.fastq.gz	HI	5102	004	NGS-Lib-Rev--3	VP64	ROS	Top	125	fastq	27186228	16663251	0.6129	8051	19	0.06975	0	1	1	1	0	HI.5102.004.NGS-Lib-Rev--3.VP64_ROS_Top_125_R1.fastq.gz	Projet Endoscreen	125	VP64_ROS_Top_125	2019-07-31	Y	VP64	Top	ROS	r4	endo_2f	ROS	3			4			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.771	MPS12341736-D01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	22.97	New	N		pass
HI.5102.004.NGS-Lib-Rev--4.VP64_ROS_Bottom_126	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.004.NGS-Lib-Rev--4.VP64_ROS_Bottom_126_R1.fastq.gz	HI	5102	004	NGS-Lib-Rev--4	VP64	ROS	Bottom	126	fastq	23225964	14118184	0.6079	8051	15	0.071	0	1	1	1	0	HI.5102.004.NGS-Lib-Rev--4.VP64_ROS_Bottom_126_R1.fastq.gz	Projet Endoscreen	126	VP64_ROS_Bottom_126	2019-07-31	Y	VP64	Bottom	ROS	r4	endo_2f	ROS	3			4			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.72	MPS12341736-D01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	33.86	New	N		pass
HI.5102.004.NGS-Lib-Rev--7.Cas_VCAM_Top_93	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.004.NGS-Lib-Rev--7.Cas_VCAM_Top_93_R1.fastq.gz	HI	5102	004	NGS-Lib-Rev--7	Cas	VCAM	Top	93	fastq	23642036	13456415	0.5692	8051	14	0.0708	0	1	1	1	0	HI.5102.004.NGS-Lib-Rev--7.Cas_VCAM_Top_93_R1.fastq.gz	Projet Endoscreen	93	Cas_VCAM_Top_93	2019-07-31	Y	CAS9	Top	VCAM	r4	endo_1d	adhesion_molecules	3			4			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.712	MPS12341736-D01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	1.54	New	N		pass
HI.5102.004.NGS-Lib-Rev--8.Cas_VCAM_Bottom_94	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.004.NGS-Lib-Rev--8.Cas_VCAM_Bottom_94_R1.fastq.gz	HI	5102	004	NGS-Lib-Rev--8	Cas	VCAM	Bottom	94	fastq	19319336	10759957	0.557	8051	17	0.07735	0	1	1	1	0	HI.5102.004.NGS-Lib-Rev--8.Cas_VCAM_Bottom_94_R1.fastq.gz	Projet Endoscreen	94	Cas_VCAM_Bottom_94	2019-07-31	Y	CAS9	Bottom	VCAM	r4	endo_1d	adhesion_molecules	3			4			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.688	MPS12341736-D01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	5.35	New	N		pass
HI.5102.005.NGS-Lib-Rev--1.VP64_ROS_Top_129	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.005.NGS-Lib-Rev--1.VP64_ROS_Top_129_R1.fastq.gz	HI	5102	005	NGS-Lib-Rev--1	VP64	ROS	Top	129	fastq	37811210	23827096	0.6302	8051	13	0.06607	0	1	1	1	0	HI.5102.005.NGS-Lib-Rev--1.VP64_ROS_Top_129_R1.fastq.gz	Projet Endoscreen	129	VP64_ROS_Top_129	2019-07-31	Y	VP64	Top	ROS	r2	endo_2d	ROS	3			5			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.733	MPS12341736-E01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	28.77	New	N		pass
HI.5102.005.NGS-Lib-Rev--2.VP64_ROS_Bottom_130	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.005.NGS-Lib-Rev--2.VP64_ROS_Bottom_130_R1.fastq.gz	HI	5102	005	NGS-Lib-Rev--2	VP64	ROS	Bottom	130	fastq	41133817	25932321	0.6304	8051	14	0.06568	0	1	1	1	0	HI.5102.005.NGS-Lib-Rev--2.VP64_ROS_Bottom_130_R1.fastq.gz	Projet Endoscreen	130	VP64_ROS_Bottom_130	2019-07-31	Y	VP64	Bottom	ROS	r2	endo_2d	ROS	3			5			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.803	MPS12341736-E01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	23.58	New	N		pass
HI.5102.005.NGS-Lib-Rev--5.Cas_ICAM_Top_97	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.005.NGS-Lib-Rev--5.Cas_ICAM_Top_97_R1.fastq.gz	HI	5102	005	NGS-Lib-Rev--5	Cas	ICAM	Top	97	fastq	21998532	12154923	0.5525	8051	13	0.07613	0	1	1	1	0	HI.5102.005.NGS-Lib-Rev--5.Cas_ICAM_Top_97_R1.fastq.gz	Projet Endoscreen	97	Cas_ICAM_Top_97	2019-07-31	Y	CAS9	Top	ICAM	r3	endo_1b	adhesion_molecules	3			5			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.688	MPS12341736-E01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	8.09	New	N		pass
HI.5102.005.NGS-Lib-Rev--6.Cas_ICAM_Bottom_98	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.005.NGS-Lib-Rev--6.Cas_ICAM_Bottom_98_R1.fastq.gz	HI	5102	005	NGS-Lib-Rev--6	Cas	ICAM	Bottom	98	fastq	13037470	6719901	0.5154	8051	9	0.08915	0	1	1	1	0	HI.5102.005.NGS-Lib-Rev--6.Cas_ICAM_Bottom_98_R1.fastq.gz	Projet Endoscreen	98	Cas_ICAM_Bottom_98	2019-07-31	Y	CAS9	Bottom	ICAM	r3	endo_1b	adhesion_molecules	3			5			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.616	MPS12341736-E01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	2.79	New	N		pass
HI.5102.005.NGS-Lib-Rev--7.Cas_ICAM_Top_103	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.005.NGS-Lib-Rev--7.Cas_ICAM_Top_103_R1.fastq.gz	HI	5102	005	NGS-Lib-Rev--7	Cas	ICAM	Top	103	fastq	23213196	13198938	0.5686	8051	7	0.06936	0	1	1	1	0	HI.5102.005.NGS-Lib-Rev--7.Cas_ICAM_Top_103_R1.fastq.gz	Projet Endoscreen	103	Cas_ICAM_Top_103	2019-07-31	Y	CAS9	Top	ICAM	r4	endo_1d	adhesion_molecules	3			5			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.728	MPS12341736-E01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	4.28	New	N		pass
HI.5102.005.NGS-Lib-Rev--8.Cas_ICAM_Bottom_104	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.005.NGS-Lib-Rev--8.Cas_ICAM_Bottom_104_R1.fastq.gz	HI	5102	005	NGS-Lib-Rev--8	Cas	ICAM	Bottom	104	fastq	16663096	6294590	0.3778	8051	14	0.08605	0	1	1	1	0	HI.5102.005.NGS-Lib-Rev--8.Cas_ICAM_Bottom_104_R1.fastq.gz	Projet Endoscreen	104	Cas_ICAM_Bottom_104	2019-07-31	Y	CAS9	Bottom	ICAM	r4	endo_1d	adhesion_molecules	3			5			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.673	MPS12341736-E01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	3.73	New	N		pass
HI.5102.006.NGS-Lib-Rev--1.Cas_CA_Top_107	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.006.NGS-Lib-Rev--1.Cas_CA_Top_107_R1.fastq.gz	HI	5102	006	NGS-Lib-Rev--1	Cas	Ca	Top	107	fastq	16219423	8123678	0.5009	8051	10	0.07345	0	1	1	1	0	HI.5102.006.NGS-Lib-Rev--1.Cas_CA_Top_107_R1.fastq.gz	Projet Endoscreen	107	Cas_CA_Top_107	2019-07-31	Y	CAS9	Top	Ca	r4	endo_1d	Calcium_signaling	3			6			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.562	MPS12341736-F01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	2.07	New	N		pass
HI.5102.006.NGS-Lib-Rev--2.Cas_CA_Bottom_108	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.006.NGS-Lib-Rev--2.Cas_CA_Bottom_108_R1.fastq.gz	HI	5102	006	NGS-Lib-Rev--2	Cas	Ca	Bottom	108	fastq	16457862	8050169	0.4891	8051	11	0.07586	0	1	1	1	0	HI.5102.006.NGS-Lib-Rev--2.Cas_CA_Bottom_108_R1.fastq.gz	Projet Endoscreen	108	Cas_CA_Bottom_108	2019-07-31	Y	CAS9	Bottom	Ca	r4	endo_1d	Calcium_signaling	3			6			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.64	MPS12341736-F01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	2.42	New	N		pass
HI.5102.006.NGS-Lib-Rev--3.Cas_ROS_Top_111	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.006.NGS-Lib-Rev--3.Cas_ROS_Top_111_R1.fastq.gz	HI	5102	006	NGS-Lib-Rev--3	Cas	ROS	Top	111	fastq	14930286	7751311	0.5192	8051	10	0.075	0	1	1	1	0	HI.5102.006.NGS-Lib-Rev--3.Cas_ROS_Top_111_R1.fastq.gz	Projet Endoscreen	111	Cas_ROS_Top_111	2019-07-31	Y	CAS9	Top	ROS	r2	endo_1b	ROS	3			6			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.609	MPS12341736-F01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	0.94	New	N		pass
HI.5102.006.NGS-Lib-Rev--4.Cas_ROS_Bottom_112	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.006.NGS-Lib-Rev--4.Cas_ROS_Bottom_112_R1.fastq.gz	HI	5102	006	NGS-Lib-Rev--4	Cas	ROS	Bottom	112	fastq	16424496	8048757	0.49	8051	16	0.07711	0	1	1	1	0	HI.5102.006.NGS-Lib-Rev--4.Cas_ROS_Bottom_112_R1.fastq.gz	Projet Endoscreen	112	Cas_ROS_Bottom_112	2019-07-31	Y	CAS9	Bottom	ROS	r2	endo_1b	ROS	3			6			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.635	MPS12341736-F01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	3.34	New	N		pass
HI.5102.006.NGS-Lib-Rev--6.Cas_NO_Bottom_116	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.006.NGS-Lib-Rev--6.Cas_NO_Bottom_116_R1.fastq.gz	HI	5102	006	NGS-Lib-Rev--6	Cas	NO	Bottom	116	fastq	13277846	6974150	0.5252	8051	12	0.0779	0	1	1	1	0	HI.5102.006.NGS-Lib-Rev--6.Cas_NO_Bottom_116_R1.fastq.gz	Projet Endoscreen	116	Cas_NO_Bottom_116	2019-07-31	Y	CAS9	Bottom	NO	r2	endo_1b	NO	3			6			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.585	MPS12341736-F01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	6.85	New	N		pass
HI.5102.008.NGS-Lib-Rev--1.Krab_VCAM_Top_135	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.008.NGS-Lib-Rev--1.Krab_VCAM_Top_135_R1.fastq.gz	HI	5102	008	NGS-Lib-Rev--1	Krab	VCAM	Top	135	fastq	13300891	7681975	0.5776	8051	6	0.07451	0	1	1	1	0	HI.5102.008.NGS-Lib-Rev--1.Krab_VCAM_Top_135_R1.fastq.gz	Projet Endoscreen	135	Krab_VCAM_Top_135	2019-07-31	Y	KRAB	Top	VCAM	r1	endo_1b	adhesion_molecules	3			8			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.493	MPS12341736-H01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	0.95	New	N		pass
HI.5102.008.NGS-Lib-Rev--2.Krab_VCAM_Bottom_136	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.008.NGS-Lib-Rev--2.Krab_VCAM_Bottom_136_R1.fastq.gz	HI	5102	008	NGS-Lib-Rev--2	Krab	VCAM	Bottom	136	fastq	15694485	9224772	0.5878	8051	7	0.07092	0	1	1	1	0	HI.5102.008.NGS-Lib-Rev--2.Krab_VCAM_Bottom_136_R1.fastq.gz	Projet Endoscreen	136	Krab_VCAM_Bottom_136	2019-07-31	Y	KRAB	Bottom	VCAM	r1	endo_1b	adhesion_molecules	3			8			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.62	MPS12341736-H01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	2.49	New	N		pass
HI.5102.008.NGS-Lib-Rev--5.Cas_NO_Top_131	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.008.NGS-Lib-Rev--5.Cas_NO_Top_131_R1.fastq.gz	HI	5102	008	NGS-Lib-Rev--5	Cas	NO	Top	131	fastq	15894342	8974320	0.5646	8051	13	0.07175	0	1	1	1	0	HI.5102.008.NGS-Lib-Rev--5.Cas_NO_Top_131_R1.fastq.gz	Projet Endoscreen	131	Cas_NO_Top_131	2019-07-31	Y	CAS9	Top	NO	r3	endo_1c	NO	3			8			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.573	MPS12341736-H01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	2.07	New	N		pass
HI.5102.008.NGS-Lib-Rev--6.Cas_NO_Bottom_132	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.008.NGS-Lib-Rev--6.Cas_NO_Bottom_132_R1.fastq.gz	HI	5102	008	NGS-Lib-Rev--6	Cas	NO	Bottom	132	fastq	15590889	8733860	0.5602	8051	12	0.07493	0	1	1	1	0	HI.5102.008.NGS-Lib-Rev--6.Cas_NO_Bottom_132_R1.fastq.gz	Projet Endoscreen	132	Cas_NO_Bottom_132	2019-07-31	Y	CAS9	Bottom	NO	r3	endo_1c	NO	3			8			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.6	MPS12341736-H01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	5.78	New	N		pass
HI.5102.008.NGS-Lib-Rev--7.Krab_ICAM_Top_133	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.008.NGS-Lib-Rev--7.Krab_ICAM_Top_133_R1.fastq.gz	HI	5102	008	NGS-Lib-Rev--7	Krab	ICAM	Top	133	fastq	13640998	8096420	0.5935	8051	12	0.07437	0	1	1	1	0	HI.5102.008.NGS-Lib-Rev--7.Krab_ICAM_Top_133_R1.fastq.gz	Projet Endoscreen	133	Krab_ICAM_Top_133	2019-07-31	Y	KRAB	Top	ICAM	r3	endo_1b	adhesion_molecules	3			8			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.592	MPS12341736-H01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	2.59	New	N		pass
HI.5143.002.NGS-Lib-Rev--3.Krab_CA_Top_137	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.002.NGS-Lib-Rev--3.Krab_CA_Top_137_R1.fastq.gz	HI	5143	002	NGS-Lib-Rev--3	Krab	Ca	Top	137	fastq	13036755	7802838	0.5985	8051	11	0.07325	0	1	1	1	0	HI.5143.002.NGS-Lib-Rev--3.Krab_CA_Top_137_R1.fastq.gz	Projet Endoscreen	137	Krab_CA_Top_137	2019-09-19	Y	KRAB	Top	Ca	r2	endo_1c	Calcium_signaling	4			2	13036755	1303675500			99.581	MPS12344295-H10	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	NA		N		pass
HI.5143.002.NGS-Lib-Rev--4.Krab_CA_Bottom_138	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.002.NGS-Lib-Rev--4.Krab_CA_Bottom_138_R1.fastq.gz	HI	5143	002	NGS-Lib-Rev--4	Krab	Ca	Bottom	138	fastq	20579993	12042595	0.5852	8051	17	0.07118	0	1	1	1	0	HI.5143.002.NGS-Lib-Rev--4.Krab_CA_Bottom_138_R1.fastq.gz	Projet Endoscreen	138	Krab_CA_Bottom_138	2019-09-19	Y	KRAB	Bottom	Ca	r2	endo_1c	Calcium_signaling	4			2	20579993	2057999300			99.7	MPS12344295-H10	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	NA		N		pass
HI.5143.002.NGS-Lib-Rev--5.Krab_ICAM_Top_139	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.002.NGS-Lib-Rev--5.Krab_ICAM_Top_139_R1.fastq.gz	HI	5143	002	NGS-Lib-Rev--5	Krab	ICAM	Top	139	fastq	10134771	4911578	0.4846	8051	13	0.07983	0	1	1	1	0	HI.5143.002.NGS-Lib-Rev--5.Krab_ICAM_Top_139_R1.fastq.gz	Projet Endoscreen	139	Krab_ICAM_Top_139	2019-09-19	Y	KRAB	Top	ICAM	r4	endo_1c	adhesion_molecules	4			2	10134771	1013477100			99.559	MPS12344295-H10	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	NA		N		pass
HI.5143.002.NGS-Lib-Rev--6.Krab_ICAM_Bottom_140	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.002.NGS-Lib-Rev--6.Krab_ICAM_Bottom_140_R1.fastq.gz	HI	5143	002	NGS-Lib-Rev--6	Krab	ICAM	Bottom	140	fastq	12724616	7477143	0.5876	8051	13	0.07606	0	1	1	1	0	HI.5143.002.NGS-Lib-Rev--6.Krab_ICAM_Bottom_140_R1.fastq.gz	Projet Endoscreen	140	Krab_ICAM_Bottom_140	2019-09-19	Y	KRAB	Bottom	ICAM	r4	endo_1c	adhesion_molecules	4			2	12724616	1272461600			99.657	MPS12344295-H10	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	NA		N		pass
HI.5143.002.NGS-Lib-Rev--7.Cas_ROS_Top_141	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.002.NGS-Lib-Rev--7.Cas_ROS_Top_141_R1.fastq.gz	HI	5143	002	NGS-Lib-Rev--7	Cas	ROS	Top	141	fastq	13051270	7488254	0.5738	8051	9	0.07407	0	1	1	1	0	HI.5143.002.NGS-Lib-Rev--7.Cas_ROS_Top_141_R1.fastq.gz	Projet Endoscreen	141	Cas_ROS_Top_141	2019-09-19	Y	CAS9	Top	ROS	r3	endo_1c	ROS	4			2	13051270	1305127000			99.657	MPS12344295-H10	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	NA		N		pass
HI.5143.002.NGS-Lib-Rev--8.Cas_ROS_Bottom_142	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.002.NGS-Lib-Rev--8.Cas_ROS_Bottom_142_R1.fastq.gz	HI	5143	002	NGS-Lib-Rev--8	Cas	ROS	Bottom	142	fastq	10113237	5692574	0.5629	8051	16	0.07904	0	1	1	1	0	HI.5143.002.NGS-Lib-Rev--8.Cas_ROS_Bottom_142_R1.fastq.gz	Projet Endoscreen	142	Cas_ROS_Bottom_142	2019-09-19	Y	CAS9	Bottom	ROS	r3	endo_1c	ROS	4			2	10113237	1011323700			99.451	MPS12344295-H10	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	NA		N		pass
HI.5143.003.NGS-Lib-Rev--1.Krab_CA_Top_143	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.003.NGS-Lib-Rev--1.Krab_CA_Top_143_R1.fastq.gz	HI	5143	003	NGS-Lib-Rev--1	Krab	Ca	Top	143	fastq	5559239	3260579	0.5865	8051	12	0.08259	0	1	1	1	0	HI.5143.003.NGS-Lib-Rev--1.Krab_CA_Top_143_R1.fastq.gz	Projet Endoscreen	143	Krab_CA_Top_143	2019-09-19	Y	KRAB	Top	Ca	r3	endo_1d	Calcium_signaling	4			3	5559239	555923900			99.55	MPS12344295-A11	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	NA		N		pass
HI.5143.003.NGS-Lib-Rev--2.Krab_CA_Bottom_144	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.003.NGS-Lib-Rev--2.Krab_CA_Bottom_144_R1.fastq.gz	HI	5143	003	NGS-Lib-Rev--2	Krab	Ca	Bottom	144	fastq	17417979	9965597	0.5721	8051	10	0.07094	0	1	1	1	0	HI.5143.003.NGS-Lib-Rev--2.Krab_CA_Bottom_144_R1.fastq.gz	Projet Endoscreen	144	Krab_CA_Bottom_144	2019-09-19	Y	KRAB	Bottom	Ca	r3	endo_1d	Calcium_signaling	4			3	17417979	1741797900			99.718	MPS12344295-A11	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	NA		N		pass
HI.5143.003.NGS-Lib-Rev--3.Krab_ICAM_Top_145	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.003.NGS-Lib-Rev--3.Krab_ICAM_Top_145_R1.fastq.gz	HI	5143	003	NGS-Lib-Rev--3	Krab	ICAM	Top	145	fastq	9099608	5360422	0.5891	8051	12	0.07773	0	1	1	1	0	HI.5143.003.NGS-Lib-Rev--3.Krab_ICAM_Top_145_R1.fastq.gz	Projet Endoscreen	145	Krab_ICAM_Top_145	2019-09-19	Y	KRAB	Top	ICAM	r5	endo_1d	adhesion_molecules	4			3	9099608	909960800			99.531	MPS12344295-A11	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	NA		N		pass
HI.5143.003.NGS-Lib-Rev--4.Krab_ICAM_Bottom_146	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.003.NGS-Lib-Rev--4.Krab_ICAM_Bottom_146_R1.fastq.gz	HI	5143	003	NGS-Lib-Rev--4	Krab	ICAM	Bottom	146	fastq	15943535	8986753	0.5637	8051	14	0.07283	0	1	1	1	0	HI.5143.003.NGS-Lib-Rev--4.Krab_ICAM_Bottom_146_R1.fastq.gz	Projet Endoscreen	146	Krab_ICAM_Bottom_146	2019-09-19	Y	KRAB	Bottom	ICAM	r5	endo_1d	adhesion_molecules	4			3	15943535	1594353500			99.687	MPS12344295-A11	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	NA		N		pass
HI.5143.003.NGS-Lib-Rev--5.Cas_ROS_Top_147	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5143.003.NGS-Lib-Rev--5.Cas_ROS_Top_147_R1.fastq.gz	HI	5143	003	NGS-Lib-Rev--5	Cas	ROS	Top	147	fastq	17956897	7211214	0.4016	8051	15	0.07839	0	1	1	1	0	HI.5143.003.NGS-Lib-Rev--5.Cas_ROS_Top_147_R1.fastq.gz	Projet Endoscreen	147	Cas_ROS_Top_147	2019-09-19	Y	CAS9	Top	ROS	r4	endo_1a	ROS	4			3	17956897	1795689700			99.643	MPS12344295-A11	5143	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	NA		N		pass
